g_mag,u0g,u0m010,u0m009,u0m008,u0m007,u0m006,u0m005,u0m004,u0m003,u0m002,u0m001,u0p000,u0p001,u0p002,u0p003,u0p004,u0p005,u0p006,u0p007,u0p008,u0p009,u0p010,u0p011,u0p012,u0p013,u0p014,u0p015,u0p016,u0p017,u0p018,u0p019,u0p020,u0p021,u0p022,u0p023,u0p024,u0p025,u0p026,u0p027,u0p028,u0p029,u0p030,u0p031,u0p032,u0p033,u0p034,u0p035,u0p036,u0p037,u0p038,u0p039,u0p040,u0p041,u0p042,u0p043,u0p044,u0p045,u0p046,u0p047,u0p048,u0p049,u0p050,u0p051,u0p052,u0p053,u0p054,u0p055,u0p056,u0p057,u0p058,u0p059,u0p060,u0p061,u0p062,u0p063,u0p064,u0p065,u0p066,u0p067,u0p068,u0p069,u0p070,u0p071,u0p072,u0p073,u0p074,u0p075,u0p076,u0p077,u0p078,u0p079,u0p080,u0p081,u0p082,u0p083,u0p084,u0p085,u0p086,u0p087,u0p088,u0p089,u0p090,u0p091,u0p092,u0p093,u0p094,u0p095,u0p096,u0p097,u0p098,u0p099,u0p100
13.49,0.816880,2.440579,2.340662,2.240624,2.140448,2.040113,1.939597,1.838867,1.737888,1.636613,1.534983,1.432923,1.330335,1.227085,1.128333,1.041158,0.968690,0.914432,0.871648,0.831498,0.794384,0.764651,0.747183,0.742843,0.749410,0.764198,0.786745,0.818320,0.859745,0.909676,0.967428,1.032283,1.102988,1.180263,1.264559,1.354565,1.447493,1.541196,1.635540,1.734502,1.841180,1.954311,2.067387,2.175236,2.278599,2.378062,2.474095,2.569751,2.667644,2.767536,2.869217,2.972505,3.077237,3.183271,3.290482,3.398757,3.507998,3.618118,3.729039,3.840691,3.953013,4.065948,4.179448,4.293468,4.407966,4.522907,4.638259,4.753990,4.870074,4.986486,5.103204,5.220208,5.337478,5.454997,5.572750,5.690723,5.808900,5.927272,6.045825,6.164550,6.283436,6.402476,6.521660,6.640980,6.760430,6.880003,6.999692,7.119492,7.239397,7.359401,7.479501,7.599691,7.719968,7.840327,7.960765,8.081278,8.201862,8.322516,8.443235,8.564017,8.684860,8.805760,8.926716,9.047725,9.168785,9.289895,9.411052,9.532254,9.653500,9.774788,9.896117,10.017485
13.50,0.817379,2.433209,2.333766,2.234205,2.134509,2.034659,1.934631,1.834396,1.733918,1.633151,1.532039,1.430510,1.328466,1.225780,1.127564,1.040823,0.968644,0.914481,0.871741,0.831773,0.794994,0.765589,0.748241,0.743794,0.750161,0.764800,0.787250,0.818744,0.860070,0.909891,0.967601,1.032538,1.103429,1.180754,1.264781,1.354266,1.446669,1.540033,1.634194,1.733056,1.839660,1.952740,2.065827,2.173781,2.277331,2.377054,2.473411,2.569397,2.667567,2.767689,2.869560,2.972999,3.077849,3.183969,3.291237,3.399545,3.508795,3.618904,3.729794,3.841398,3.953656,4.066513,4.179921,4.293836,4.408219,4.523035,4.638251,4.753838,4.869770,4.986022,5.102574,5.219404,5.336494,5.453828,5.571391,5.689168,5.807146,5.925312,6.043657,6.162170,6.280841,6.399661,6.518623,6.637718,6.756940,6.876282,6.995738,7.115302,7.234969,7.354734,7.474591,7.594538,7.714568,7.834680,7.954868,8.075130,8.195463,8.315862,8.436326,8.556852,8.677437,8.798078,8.918774,9.039522,9.160320,9.281166,9.402059,9.522996,9.643976,9.764997,9.886058,10.007157
13.51,0.817795,2.431581,2.333006,2.234253,2.135295,2.036104,1.936644,1.836871,1.736731,1.636157,1.535063,1.433340,1.330843,1.227378,1.128273,1.040852,0.968282,0.914110,0.871608,0.831946,0.795548,0.766476,0.749261,0.744726,0.750908,0.765396,0.787732,0.819143,0.860412,0.910201,0.967923,1.032930,1.103937,1.181224,1.264914,1.353819,1.445706,1.538843,1.633018,1.731602,1.837220,1.948729,2.060415,2.167724,2.271276,2.371564,2.468985,2.566194,2.665455,2.766547,2.869275,2.973472,3.078987,3.185690,3.293465,3.402210,3.511836,3.622261,3.733416,3.845237,3.957668,4.070657,4.184160,4.298137,4.412549,4.527365,4.642555,4.758091,4.873948,4.990104,5.106540,5.223235,5.340174,5.457340,5.574720,5.692299,5.810066,5.928010,6.046120,6.164387,6.282801,6.401356,6.520042,6.638853,6.757783,6.876825,6.995974,7.115223,7.234569,7.354006,7.473531,7.593138,7.712824,7.832586,7.952420,8.072323,8.192292,8.312324,8.432416,8.552566,8.672771,8.793029,8.913338,9.033696,9.154102,9.274552,9.395045,9.515581,9.636157,9.756771,9.877422,9.998110
13.52,0.818167,2.428492,2.330747,2.232772,2.134538,2.036005,1.937130,1.837855,1.738113,1.637819,1.536865,1.435110,1.332373,1.228405,1.128703,1.040833,0.968022,0.913877,0.871576,0.832156,0.796046,0.767225,0.750130,0.745567,0.751644,0.766030,0.788268,0.819587,0.860773,0.910487,0.968158,1.033150,1.104170,1.181380,1.264813,1.353317,1.444870,1.537901,1.632157,1.730466,1.835028,1.944835,2.054967,2.161495,2.264926,2.365667,2.464048,2.562386,2.662655,2.764643,2.868167,2.973068,3.079204,3.186452,3.294704,3.403863,3.513845,3.624575,3.735987,3.848021,3.960625,4.073751,4.187357,4.301405,4.415861,4.530694,4.645875,4.761380,4.877186,4.993271,5.109617,5.226207,5.343023,5.460052,5.577281,5.694696,5.812287,5.930044,6.047956,6.166014,6.284211,6.402539,6.520990,6.639558,6.758237,6.877021,6.995905,7.114884,7.233953,7.353107,7.472343,7.591656,7.711044,7.830503,7.950029,8.069620,8.189272,8.308983,8.428751,8.548573,8.668447,8.788371,8.908343,9.028360,9.148422,9.268526,9.388671,9.508854,9.629076,9.749334,9.869627,9.989954
13.53,0.818527,2.424232,2.327275,2.230049,2.132518,2.034637,1.936353,1.837603,1.738306,1.638362,1.537646,1.435996,1.333197,1.228962,1.128908,1.040781,0.967843,0.913740,0.871597,0.832382,0.796527,0.767938,0.750960,0.746387,0.752383,0.766679,0.788825,0.820051,0.861147,0.910779,0.968386,1.033342,1.104349,1.181472,1.264671,1.352826,1.444099,1.537063,1.631428,1.729456,1.832909,1.940919,2.049404,2.155092,2.258377,2.359574,2.458941,2.558443,2.659750,2.762663,2.867011,2.972641,3.079421,3.187237,3.295986,3.405579,3.515937,3.626991,3.738678,3.850943,3.963737,4.077016,4.190741,4.304877,4.419391,4.534255,4.649443,4.764932,4.880700,4.996728,5.112998,5.229494,5.346201,5.463106,5.580196,5.697460,5.814887,5.932468,6.050194,6.168055,6.286046,6.404158,6.522385,6.640721,6.759160,6.877697,6.996327,7.115045,7.233846,7.352728,7.471685,7.590715,7.709814,7.828979,7.948206,8.067494,8.186840,8.306240,8.425693,8.545197,8.664749,8.784347,8.903990,9.023676,9.143402,9.263169,9.382973,9.502814,9.622690,9.742600,9.862542,9.982516
13.54,0.818864,2.420671,2.324575,2.228159,2.131382,2.034190,1.936522,1.838302,1.739436,1.639808,1.539269,1.437628,1.334635,1.229948,1.129344,1.040802,0.967637,0.913552,0.871586,0.832587,0.796990,0.768633,0.751778,0.747202,0.753124,0.767334,0.789383,0.820517,0.861537,0.911108,0.968667,1.033581,1.104554,1.181568,1.264520,1.352319,1.443326,1.536263,1.630799,1.728495,1.830564,1.936315,2.042721,2.147346,2.250439,2.352202,2.452800,2.553758,2.656368,2.760445,2.865829,2.972383,3.079984,3.188526,3.297916,3.408074,3.518925,3.630408,3.742466,3.855048,3.968110,4.081612,4.195518,4.309797,4.424419,4.539358,4.654592,4.770097,4.885856,5.001851,5.118066,5.234485,5.351096,5.467886,5.584845,5.701961,5.819226,5.936630,6.054165,6.171824,6.289601,6.407487,6.525478,6.643568,6.761752,6.880024,6.998381,7.116818,7.235331,7.353917,7.472572,7.591293,7.710076,7.828920,7.947821,8.066776,8.185784,8.304842,8.423948,8.543100,8.662296,8.781534,8.900813,9.020131,9.139486,9.258877,9.378303,9.497762,9.617254,9.736776,9.856328,9.975908
13.55,0.819135,2.418433,2.323323,2.227825,2.131888,2.035449,1.938433,1.840750,1.742286,1.642903,1.542421,1.440611,1.337170,1.231686,1.130163,1.040911,0.967333,0.913226,0.871476,0.832723,0.797402,0.769292,0.752578,0.748025,0.753890,0.768007,0.789933,0.820958,0.861922,0.911486,0.969033,1.033890,1.104770,1.181617,1.264305,1.351763,1.442556,1.535560,1.630396,1.727552,1.827404,1.929534,2.032595,2.135497,2.238263,2.340910,2.443453,2.546715,2.651391,2.757320,2.864363,2.972399,3.081324,3.191047,3.301489,3.412579,3.524256,3.636467,3.749163,3.862301,3.975845,4.089760,4.204016,4.318587,4.433447,4.548574,4.663950,4.779555,4.895375,5.011393,5.127596,5.243973,5.360511,5.477201,5.594032,5.710997,5.828087,5.945295,6.062614,6.180038,6.297561,6.415176,6.532881,6.650669,6.768536,6.886478,7.004492,7.122573,7.240720,7.358927,7.477194,7.595515,7.713891,7.832317,7.950791,8.069312,8.187877,8.306485,8.425134,8.543821,8.662546,8.781307,8.900102,9.018930,9.137790,9.256681,9.375601,9.494549,9.613525,9.732527,9.851554,9.970605
13.56,0.819388,2.410138,2.315705,2.220876,2.125598,2.029808,1.933430,1.836371,1.738517,1.639727,1.539819,1.438560,1.335645,1.230657,1.129580,1.040691,0.967358,0.913333,0.871601,0.832933,0.797773,0.769844,0.753267,0.748794,0.754673,0.768737,0.790548,0.821443,0.862305,0.911795,0.969254,1.033975,1.104683,1.181361,1.263913,1.351263,1.442050,1.535206,1.630324,1.726936,1.824667,1.923347,2.023202,2.124416,2.226803,2.330209,2.434504,2.539855,2.646401,2.754005,2.862547,2.971924,3.082047,3.192839,3.304233,3.416169,3.528597,3.641470,3.754749,3.868398,3.982385,4.096682,4.211264,4.326108,4.441194,4.556503,4.672019,4.787727,4.903613,5.019665,5.135872,5.252224,5.368710,5.485323,5.602055,5.718898,5.835845,5.952891,6.070030,6.187257,6.304565,6.421952,6.539413,6.656944,6.774541,6.892202,7.009921,7.127698,7.245529,7.363411,7.481342,7.599320,7.717343,7.835408,7.953513,8.071658,8.189840,8.308057,8.426309,8.544593,8.662909,8.781255,8.899629,9.018032,9.136461,9.254915,9.373395,9.491898,9.610424,9.728972,9.847541,9.966131
13.57,0.819706,2.400824,2.307003,2.212789,2.118131,2.022965,1.927217,1.830795,1.733587,1.635452,1.536213,1.435641,1.333434,1.229186,1.128814,1.040493,0.967527,0.913605,0.871851,0.833229,0.798193,0.770412,0.753941,0.749525,0.755415,0.769448,0.791191,0.821991,0.862741,0.912108,0.969443,1.034043,1.104636,1.181194,1.263614,1.350823,1.441548,1.534787,1.630108,1.726448,1.822965,1.919633,2.017604,2.117818,2.219970,2.323806,2.429108,2.535661,2.643279,2.751837,2.861230,2.971363,3.082159,3.193548,3.305469,3.417872,3.530710,3.643941,3.757532,3.871450,3.985667,4.100158,4.214902,4.329876,4.445065,4.560451,4.676021,4.791760,4.907656,5.023700,5.139880,5.256188,5.372616,5.489156,5.605800,5.722543,5.839379,5.956301,6.073306,6.190388,6.307544,6.424768,6.542058,6.659410,6.776821,6.894287,7.011807,7.129376,7.246994,7.364657,7.482364,7.600112,7.717899,7.835724,7.953586,8.071482,8.189410,8.307371,8.425361,8.543381,8.661428,8.779502,8.897602,9.015727,9.133875,9.252046,9.370238,9.488452,9.606686,9.724940,9.843212,9.961503
13.58,0.820046,2.391352,2.298148,2.204555,2.110522,2.015988,1.920878,1.825103,1.728552,1.631087,1.532534,1.432669,1.331195,1.227714,1.128076,1.040343,0.967757,0.913935,0.872150,0.833561,0.798631,0.770981,0.754603,0.750236,0.756136,0.770150,0.791848,0.822571,0.863210,0.912443,0.969643,1.034129,1.104626,1.181078,1.263360,1.350406,1.441044,1.534349,1.629861,1.726047,1.821691,1.916875,2.013445,2.112911,2.214882,2.319028,2.425068,2.532501,2.640901,2.750154,2.860164,2.970845,3.082125,3.193942,3.306242,3.418976,3.532104,3.645587,3.759396,3.873499,3.987873,4.102495,4.217344,4.332403,4.447655,4.563085,4.678681,4.794430,4.910321,5.026345,5.142493,5.258756,5.375127,5.491600,5.608167,5.724823,5.841563,5.958381,6.075274,6.192237,6.309266,6.426357,6.543508,6.660714,6.777974,6.895284,7.012642,7.130046,7.247493,7.364981,7.482508,7.600073,7.717674,7.835309,7.952976,8.070675,8.188403,8.306161,8.423945,8.541756,8.659592,8.777452,8.895335,9.013241,9.131168,9.249116,9.367083,9.485070,9.603075,9.721098,9.839138,9.957194
13.59,0.820389,2.380346,2.287696,2.194675,2.101236,2.007320,1.912857,1.817761,1.721928,1.625227,1.527493,1.428514,1.328013,1.225614,1.127040,1.040151,0.968098,0.914397,0.872528,0.833926,0.799064,0.771519,0.755226,0.750921,0.756851,0.770864,0.792530,0.823181,0.863701,0.912778,0.969821,1.034175,1.104562,1.180912,1.263083,1.350013,1.440607,1.533998,1.629706,1.725788,1.820710,1.914645,2.010026,2.108845,2.210641,2.315021,2.421651,2.529791,2.638821,2.748633,2.859137,2.970257,3.081926,3.194087,3.306688,3.419687,3.533046,3.646731,3.760712,3.874964,3.989462,4.104187,4.219120,4.334244,4.449545,4.565009,4.680624,4.796379,4.912264,5.028271,5.144391,5.260616,5.376940,5.493356,5.609859,5.726443,5.843104,5.959837,6.076638,6.193503,6.310428,6.427411,6.544447,6.661535,6.778672,6.895854,7.013081,7.130349,7.247656,7.365002,7.482383,7.599799,7.717247,7.834727,7.952236,8.069775,8.187340,8.304932,8.422548,8.540189,8.657853,8.775539,8.893246,9.010974,9.128721,9.246487,9.364271,9.482073,9.599892,9.717727,9.835577,9.953443
13.60,0.820709,2.365825,2.273581,2.181021,2.088100,1.994770,1.900970,1.806625,1.711648,1.615925,1.519316,1.421640,1.322662,1.222064,1.125304,1.039841,0.968670,0.915132,0.873057,0.834346,0.799489,0.772009,0.755782,0.751537,0.757516,0.771560,0.793242,0.823847,0.864229,0.913092,0.969933,1.034170,1.104514,1.180826,1.262917,1.349733,1.440303,1.533856,1.629876,1.726031,1.820477,1.913465,2.007920,2.106237,2.207900,2.312468,2.419565,2.528263,2.637787,2.748036,2.858928,2.970390,3.082361,3.194786,3.307620,3.420822,3.534357,3.648193,3.762304,3.876665,3.991254,4.106053,4.221044,4.336212,4.451544,4.567026,4.682649,4.798400,4.914273,5.030257,5.146346,5.262533,5.378811,5.495175,5.611619,5.728138,5.844728,5.961385,6.078105,6.194883,6.311718,6.428606,6.545544,6.662529,6.779560,6.896633,7.013746,7.130898,7.248087,7.365311,7.482568,7.599857,7.717176,7.834525,7.951900,8.069303,8.186730,8.304182,8.421657,8.539155,8.656674,8.774213,8.891772,9.009350,9.126946,9.244560,9.362190,9.479837,9.597499,9.715177,9.832869,9.950574
13.61,0.821085,2.353382,2.261670,2.169672,2.077348,1.984654,1.891535,1.797925,1.703743,1.608889,1.513237,1.416624,1.318839,1.219602,1.124187,1.039777,0.969254,0.915830,0.873602,0.834821,0.799991,0.772574,0.756374,0.752114,0.758084,0.772171,0.793942,0.824578,0.864842,0.913462,0.970108,1.034329,1.104805,1.181179,1.263096,1.349547,1.439861,1.533493,1.629872,1.726503,1.821417,1.914868,2.009698,2.108234,2.209980,2.314513,2.421473,2.529994,2.639351,2.749443,2.860187,2.971509,3.083346,3.195645,3.308358,3.421444,3.534868,3.648598,3.762607,3.876869,3.991363,4.106070,4.220973,4.336055,4.451302,4.566703,4.682246,4.797921,4.913718,5.029629,5.145646,5.261762,5.377971,5.494267,5.610644,5.727098,5.843624,5.960218,6.076875,6.193593,6.310367,6.427195,6.544075,6.661002,6.777975,6.894991,7.012049,7.129146,7.246280,7.363450,7.480653,7.597889,7.715156,7.832452,7.949776,8.067127,8.184503,8.301905,8.419330,8.536778,8.654247,8.771737,8.889247,9.006777,9.124325,9.241890,9.359473,9.477073,9.594688,9.712318,9.829963,9.947623
13.62,0.821522,2.343636,2.252575,2.161232,2.069569,1.977542,1.885098,1.792172,1.698686,1.604540,1.509611,1.413743,1.316730,1.218298,1.123647,1.039843,0.969702,0.916367,0.874080,0.835289,0.800502,0.773150,0.756992,0.752749,0.758730,0.772843,0.794655,0.825285,0.865447,0.913885,0.970358,1.034487,1.104939,1.181257,1.263010,1.349210,1.439335,1.532954,1.629463,1.726397,1.821807,1.915921,2.011330,2.110153,2.211933,2.316279,2.422860,2.530939,2.639894,2.749623,2.860035,2.971055,3.082616,3.194663,3.307146,3.420021,3.533252,3.646804,3.760650,3.874763,3.989120,4.103700,4.218487,4.333462,4.448612,4.563923,4.679384,4.794983,4.910711,5.026559,5.142519,5.258583,5.374745,5.490999,5.607338,5.723757,5.840253,5.956819,6.073453,6.190150,6.306907,6.423721,6.540588,6.657506,6.774472,6.891484,7.008539,7.125635,7.242771,7.359944,7.477152,7.594395,7.711670,7.828976,7.946311,8.063675,8.181066,8.298483,8.415924,8.533390,8.650878,8.768388,8.885919,9.003471,9.121042,9.238631,9.356239,9.473864,9.591506,9.709163,9.826837,9.944525
13.63,0.821991,2.334571,2.244194,2.153532,2.062549,1.971199,1.879430,1.787177,1.694360,1.600883,1.506621,1.411417,1.315068,1.217301,1.123268,1.039956,0.970131,0.916881,0.874560,0.835767,0.801015,0.773716,0.757606,0.753402,0.759415,0.773554,0.795386,0.825992,0.866056,0.914335,0.970638,1.034625,1.104963,1.181164,1.262771,1.348805,1.438798,1.532364,1.628885,1.726053,1.822044,1.917037,2.013231,2.112423,2.214212,2.318254,2.424260,2.531677,2.640036,2.749227,2.859155,2.969737,3.080903,3.192592,3.304752,3.417335,3.530302,3.643616,3.757246,3.871165,3.985347,4.099770,4.214416,4.329266,4.444304,4.559517,4.674891,4.790414,4.906076,5.021868,5.137781,5.253806,5.369937,5.486166,5.602489,5.718897,5.835388,5.951956,6.068596,6.185304,6.302077,6.418911,6.535803,6.652750,6.769749,6.886796,7.003891,7.121030,7.238211,7.355433,7.472693,7.589990,7.707322,7.824687,7.942084,8.059511,8.176968,8.294453,8.411964,8.529501,8.647063,8.764648,8.882256,8.999886,9.117537,9.235208,9.352898,9.470607,9.588334,9.706078,9.823839,9.941617
13.64,0.822493,2.326079,2.236421,2.146470,2.056189,1.965531,1.874443,1.782858,1.690696,1.597856,1.504214,1.409609,1.313833,1.216610,1.123066,1.040147,0.970579,0.917404,0.875064,0.836273,0.801549,0.774290,0.758218,0.754048,0.760092,0.774264,0.796129,0.826723,0.866695,0.914815,0.970944,1.034788,1.105008,1.181085,1.262538,1.348393,1.438234,1.531710,1.628193,1.725676,1.822572,1.918971,2.016439,2.116252,2.218095,2.321700,2.426841,2.533253,2.640710,2.749089,2.858286,2.968211,3.078785,3.189941,3.301620,3.413771,3.526348,3.639313,3.752630,3.866269,3.980201,4.094403,4.208851,4.323528,4.438414,4.553495,4.668755,4.784182,4.899764,5.015491,5.131351,5.247338,5.363442,5.479656,5.595973,5.712387,5.828892,5.945483,6.062154,6.178901,6.295721,6.412608,6.529560,6.646573,6.763644,6.880769,6.997946,7.115173,7.232448,7.349766,7.467128,7.584531,7.701972,7.819450,7.936964,8.054512,8.172092,8.289704,8.407345,8.525015,8.642712,8.760435,8.878184,8.995957,9.113753,9.231572,9.349412,9.467273,9.585154,9.703054,9.820973,9.938909
13.65,0.823086,2.318565,2.229719,2.140560,2.051047,1.961132,1.870756,1.779850,1.688328,1.596084,1.502985,1.408862,1.313494,1.216588,1.123293,1.040574,0.971140,0.918008,0.875658,0.836854,0.802113,0.774851,0.758805,0.754692,0.760802,0.775024,0.796925,0.827510,0.867404,0.915389,0.971353,1.035022,1.105064,1.180979,1.262299,1.348045,1.437760,1.531059,1.627326,1.725286,1.823927,1.923146,2.023202,2.124306,2.226316,2.329113,2.432596,2.537068,2.642783,2.749598,2.857389,2.966050,3.075489,3.185625,3.296389,3.407719,3.519561,3.631869,3.744600,3.857718,3.971189,4.084984,4.199076,4.313442,4.428061,4.542914,4.657982,4.773252,4.888708,5.004337,5.120128,5.236070,5.352154,5.468370,5.584709,5.701165,5.817731,5.934399,6.051165,6.168022,6.284965,6.401990,6.519092,6.636268,6.753512,6.870823,6.988196,7.105629,7.223118,7.340660,7.458254,7.575897,7.693587,7.811321,7.929097,8.046914,8.164771,8.282664,8.400593,8.518556,8.636552,8.754580,8.872637,8.990724,9.108838,9.226980,9.345147,9.463339,9.581555,9.699794,9.818055,9.936338
13.66,0.823757,2.312405,2.224439,2.136125,2.047418,1.958265,1.868602,1.778352,1.687420,1.595690,1.503016,1.409211,1.314034,1.217163,1.123821,1.041080,0.971652,0.918560,0.876247,0.837437,0.802638,0.775339,0.759363,0.755428,0.761705,0.775967,0.797788,0.828259,0.868081,0.916035,0.971856,1.035152,1.104639,1.180145,1.261449,1.347503,1.437410,1.530449,1.626082,1.724090,1.824290,1.926340,2.029018,2.131339,2.233350,2.335093,2.436601,2.538803,2.642483,2.747473,2.853628,2.960825,3.068953,3.177917,3.287634,3.398032,3.509046,3.620619,3.732701,3.845248,3.958220,4.071582,4.185302,4.299351,4.413705,4.528339,4.643234,4.758370,4.873730,4.989299,5.105062,5.221007,5.337122,5.453396,5.569819,5.686381,5.803075,5.919892,6.036826,6.153870,6.271017,6.388263,6.505601,6.623026,6.740535,6.858123,6.975785,7.093519,7.211320,7.329186,7.447113,7.565099,7.683140,7.801235,7.919381,8.037575,8.155815,8.274101,8.392428,8.510797,8.629205,8.747650,8.866132,8.984648,9.103198,9.221779,9.340391,9.459033,9.577704,9.696402,9.815126,9.933876
13.67,0.824348,2.306094,2.218932,2.131393,2.043428,1.954981,1.865982,1.776349,1.685981,1.594752,1.502505,1.409042,1.314102,1.217340,1.124038,1.041350,0.971986,0.918970,0.876724,0.837951,0.803156,0.775869,0.759962,0.756153,0.762540,0.776825,0.798586,0.828963,0.868701,0.916583,0.972240,1.035200,1.104214,1.179354,1.260585,1.346805,1.436811,1.529647,1.624828,1.722768,1.823781,1.927384,2.031491,2.134416,2.236324,2.337348,2.437597,2.538372,2.640772,2.744617,2.849747,2.956027,3.063335,3.171569,3.280636,3.390455,3.500957,3.612078,3.723763,3.835963,3.948634,4.061736,4.175235,4.289099,4.403300,4.517812,4.632612,4.747680,4.862996,4.978542,5.094305,5.210268,5.326419,5.442745,5.559237,5.675883,5.792674,5.909602,6.026659,6.143837,6.261130,6.378531,6.496034,6.613634,6.731326,6.849106,6.966967,7.084908,7.202923,7.321009,7.439163,7.557381,7.675661,7.793999,7.912394,8.030842,8.149342,8.267890,8.386486,8.505127,8.623811,8.742536,8.861301,8.980104,9.098944,9.217819,9.336728,9.455670,9.574643,9.693646,9.812678,9.931739
13.68,0.824911,2.299987,2.213605,2.126817,2.039571,1.951806,1.863448,1.774409,1.684581,1.593830,1.501990,1.408846,1.314123,1.217452,1.124176,1.041533,0.972236,0.919310,0.877152,0.838443,0.803680,0.776425,0.760583,0.756871,0.763337,0.777639,0.799356,0.829654,0.869305,0.917095,0.972575,1.035216,1.103797,1.178591,1.259714,1.346022,1.436070,1.528715,1.623514,1.721361,1.822947,1.927681,2.032817,2.136145,2.237916,2.338332,2.437561,2.537190,2.638564,2.741491,2.845800,2.951347,3.058002,3.165654,3.274204,3.383566,3.493664,3.604430,3.715805,3.827735,3.940173,4.053076,4.166408,4.280134,4.394223,4.508647,4.623383,4.738406,4.853698,4.969238,5.085011,5.201001,5.317192,5.433574,5.550132,5.666858,5.783740,5.900769,6.017936,6.135235,6.252656,6.370195,6.487843,6.605596,6.723447,6.841392,6.959426,7.077545,7.195744,7.314019,7.432367,7.550785,7.669268,7.787815,7.906422,8.025087,8.143807,8.262579,8.381402,8.500273,8.619191,8.738153,8.857158,8.976204,9.095289,9.214412,9.333571,9.452766,9.571994,9.691254,9.810546,9.929868
13.69,0.825488,2.294472,2.208882,2.122852,2.036325,1.949237,1.861508,1.773043,1.683725,1.593413,1.501925,1.409034,1.314441,1.217750,1.124390,1.041708,0.972434,0.919601,0.877560,0.838929,0.804201,0.776977,0.761207,0.757606,0.764162,0.778475,0.800130,0.830334,0.869898,0.917611,0.972915,1.035193,1.103266,1.177660,1.258685,1.345144,1.435279,1.527711,1.622046,1.719696,1.821755,1.927522,2.033602,2.137266,2.238848,2.338621,2.436807,2.535273,2.635607,2.737604,2.841085,2.945893,3.051891,3.158960,3.266995,3.375902,3.485600,3.596017,3.707088,3.818757,3.930972,4.043687,4.156863,4.270463,4.384453,4.498804,4.613489,4.728483,4.843766,4.959316,5.075116,5.191148,5.307398,5.423851,5.540495,5.657317,5.774308,5.891457,6.008754,6.126191,6.243761,6.361456,6.479268,6.597193,6.715224,6.833355,6.951581,7.069898,7.188300,7.306785,7.425348,7.543985,7.662692,7.781468,7.900308,8.019209,8.138170,8.257187,8.376258,8.495380,8.614552,8.733772,8.853038,8.972347,9.091698,9.211090,9.330521,9.449989,9.569493,9.689032,9.808605,9.928209
13.70,0.826074,2.290078,2.205372,2.120176,2.034428,1.948056,1.860973,1.773073,1.684230,1.594284,1.503039,1.410243,1.315566,1.218571,1.124826,1.041880,0.972500,0.919762,0.877896,0.839372,0.804670,0.777464,0.761785,0.758347,0.765042,0.779373,0.800932,0.831004,0.870471,0.918123,0.973230,1.035044,1.102438,1.176320,1.257292,1.344075,1.434425,1.526592,1.620265,1.717467,1.819773,1.926370,2.033205,2.137031,2.238264,2.337243,2.434242,2.531416,2.630598,2.731570,2.834141,2.938142,3.043428,3.149870,3.257353,3.365780,3.475060,3.585117,3.695880,3.807289,3.919287,4.031827,4.144863,4.258357,4.372272,4.486577,4.601243,4.716243,4.831553,4.947151,5.063019,5.179137,5.295490,5.412062,5.528840,5.645810,5.762960,5.880281,5.997762,6.115394,6.233169,6.351077,6.469113,6.587269,6.705539,6.823917,6.942397,7.060974,7.179644,7.298402,7.417244,7.536165,7.655163,7.774233,7.893372,8.012577,8.131846,8.251175,8.370563,8.490005,8.609501,8.729048,8.848644,8.968286,9.087974,9.207706,9.327478,9.447291,9.567143,9.687032,9.806956,9.926916
13.71,0.826516,2.285228,2.201342,2.116924,2.031905,1.946207,1.859736,1.772380,1.684000,1.594426,1.503445,1.410784,1.316089,1.218886,1.124865,1.041746,0.972330,0.919725,0.878068,0.839712,0.805130,0.778009,0.762396,0.759001,0.765720,0.780065,0.801627,0.831656,0.871002,0.918470,0.973322,1.034808,1.101818,1.175371,1.256158,1.342873,1.433150,1.525143,1.618561,1.715399,1.817214,1.923215,2.029460,2.132781,2.233585,2.332198,2.428886,2.525796,2.624753,2.725535,2.827947,2.931817,3.036997,3.143354,3.250774,3.359154,3.468404,3.578445,3.689205,3.800622,3.912641,4.025209,4.138284,4.251823,4.365792,4.480157,4.594889,4.709960,4.825348,4.941028,5.056982,5.173191,5.289638,5.406308,5.523187,5.640261,5.757519,5.874949,5.992543,6.110289,6.228180,6.346207,6.464364,6.582642,6.701036,6.819539,6.938147,7.056853,7.175653,7.294542,7.413516,7.532571,7.651703,7.770909,7.890185,8.009528,8.128935,8.248403,8.367931,8.487514,8.607152,8.726841,8.846579,8.966366,9.086198,9.206074,9.325992,9.445951,9.565949,9.685984,9.806056,9.926163
